adult,belongs_to_collection,budget,original_language,original_title,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count,languages,day_of_week,month,season,year,has_homepage,genre,companies,countries
False,RoboCop Collection,22000000,en,RoboCop 3,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.",8.685798,1993-04-17,10696210.0,104.0,He's back to lay down the law.,RoboCop 3,4.2,309.0,"['English', '日本語']",Saturday,Apr,Q2,1993,NO,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",['Orion Pictures'],['United States of America']
False,not available,20000000,en,Robin Hood: Men in Tights,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",17.136672,1993-07-28,35739755.0,104.0,"The legend had it coming... Find out where Robin Hood put his Little John, what made Will Scarlet, and what did Friar Tuck into his tights that Maid Marion all of a quiver?",Robin Hood: Men in Tights,6.4,575.0,['English'],Wednesday,Jul,Q3,1993,NO,['Comedy'],"['Gaumont', 'Twentieth Century Fox Film Corporation', 'Brooksfilms']","['France', 'United States of America']"
False,not available,11500000,en,Romeo Is Bleeding,A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.,9.796318,1993-09-13,3275585.0,100.0,The story of a cop who wanted it bad and got it worse.,Romeo Is Bleeding,5.7,36.0,['English'],Monday,Sep,Q3,1993,NO,"['Action', 'Crime', 'Drama', 'Thriller']","['Working Title Films', 'Polygram Filmed Entertainment', 'Hilary Henkin']","['United Kingdom', 'United States of America']"
False,not available,0,en,Romper Stomper,"Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?",5.157926,1992-03-05,0.0,94.0,Give Him Smack In Head Special ...,Romper Stomper,6.6,126.0,"['Português', 'Deutsch', 'English', '日本語', 'Tiếng Việt']",Thursday,Mar,Q1,1992,NO,"['Action', 'Drama', 'Thriller']","['The Australian Film Commission', 'Film Victoria', 'Seon Film Productions', 'Romper Stomper Pty. Ltd.']",['Australia']
False,not available,800000,en,Ruby in Paradise,"Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past.",0.941994,1993-10-08,1001437.0,114.0,A woman's search for herself.,Ruby in Paradise,5.6,10.0,['English'],Friday,Oct,Q4,1993,NO,"['Drama', 'Romance']","['Ruby in Paradise', 'Full Crew/Say Yea']",['United States of America']
False,not available,12000000,en,Rudy,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",5.914833,1993-09-17,22750363.0,114.0,"It's not the size of the dog in the fight, It's the size of the fight in the dog.",Rudy,7.2,187.0,"['English', 'Español']",Friday,Sep,Q3,1993,NO,['Drama'],['TriStar Pictures'],['United States of America']
False,not available,0,en,The Saint of Fort Washington,"Matthew, a young schizophrenic, finds himself out on the street when a slumlord tears down his apartment building. Soon, he finds himself in even more dire straits, when he is threatened by Little Leroy, a thug who is one of the tough denizens of the Fort Washington Shelter for Men. He reaches out to Jerry, a streetwise combat veteran, who takes Matthew under his wing as a son. The relationship between these two men grows as they attempt to conquer the numbing isolation of homelessness.",1.065843,1993-11-03,0.0,99.0,not available,The Saint of Fort Washington,4.0,5.0,['English'],Wednesday,Nov,Q4,1993,NO,['Drama'],"['David V. Picker Productions', 'Nessa Hyams', 'Carrie Productions Inc.']",['United States of America']
False,not available,0,fr,Les Nuits Fauves,"Jean is young, gay, and promiscuous. Only after he meets one or two women, including Laura does he come to realize his bisexuality. Jean has to overcome a personal crisis and a tough choice between Laura and his male lover Samy.",1.031556,1992-08-19,0.0,126.0,not available,Savage Nights,6.2,11.0,"['Français', 'Deutsch', 'Español']",Wednesday,Aug,Q3,1992,NO,['Drama'],"['Société Nouvelle de Cinématographie', 'La Sept Cinéma']","['France', 'Italy']"
False,not available,22000000,en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,41.725123,1993-11-29,321365567.0,195.0,"Whoever saves one life, saves the world entire.",Schindler's List,8.3,4436.0,"['Deutsch', 'Polski', 'עִבְרִית', 'English']",Monday,Nov,Q4,1993,YES,"['Drama', 'History', 'War']","['Universal Pictures', 'Amblin Entertainment']",['United States of America']
False,not available,0,en,The Scout,"When his star recruit botches a Major League Baseball debut, humiliated talent scout Al Percolo (Albert Brooks) gets banished to rural Mexico, where he finds a potential gold mine in the arm of young phenom Steve Nebraska (Brendan Fraser). Soon, the Bronx Bombers put a $55 million contract on the table -- provided a psychiatrist (Dianne Wiest) can affirm Nebraska's mental stability. Watch for Yankees owner George Steinbrenner's cameo.",5.715608,1994-09-30,0.0,101.0,He was praying for a miracle. What he got was Steve Nebraska.,The Scout,5.3,37.0,['English'],Friday,Sep,Q3,1994,NO,"['Comedy', 'Drama']","['Twentieth Century Fox Film Corporation', 'Santo Domingo Film & Music Video']",['United States of America']
False,not available,0,en,Searching for Bobby Fischer,A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,12.048587,1993-08-13,7266383.0,110.0,Every journey begins with a single move.,Searching for Bobby Fischer,7.3,100.0,['English'],Friday,Aug,Q3,1993,NO,['Drama'],['Mirage Enterprises'],['United States of America']
False,not available,0,en,Second Best,The difficult relationship between a british postal officer and his adoptive son.,0.882596,1994-09-30,0.0,105.0,not available,Second Best,5.9,8.0,['English'],Friday,Sep,Q3,1994,NO,['Drama'],"['Regency Enterprises', 'Alcor Films', 'Warner Bros.', 'Fron Film Production']","['United Kingdom', 'United States of America']"
False,The Secret Garden Collection,0,en,The Secret Garden,"A young British girl born and reared in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's castle. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again, she begins exploring the estate and discovers a garden that has been locked and neglected. Aided by one of the servants' boys, she begins restoring the garden, and eventually discovers some other secrets of the manor.",6.499523,1993-08-13,0.0,102.0,"The timeless tale of a special place where magic, hope and love grow.",The Secret Garden,7.1,232.0,['English'],Friday,Aug,Q3,1993,NO,"['Drama', 'Family', 'Fantasy']","['American Zoetrope', 'Warner Bros.']",['United States of America']
False,not available,13000000,en,Serial Mom,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase.",5.305311,1994-04-13,7820688.0,95.0,"Every Mom Wants to Be Wanted, But Not For Murder One!",Serial Mom,6.4,137.0,['English'],Wednesday,Apr,Q2,1994,NO,"['Comedy', 'Crime', 'Horror', 'Thriller']","['Savoy Pictures', 'Polar Entertainment']",['United States of America']
False,The Shadow Collection,25000000,en,The Shadow,"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",7.881107,1994-07-01,48063435.0,108.0,The Shadow Knows!,The Shadow,5.4,140.0,['English'],Friday,Jul,Q3,1994,NO,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",['Universal Pictures'],['United States of America']
False,not available,22000000,en,Shadowlands,"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham",2.96586,1993-12-25,0.0,131.0,not available,Shadowlands,6.8,61.0,['English'],Saturday,Dec,Q4,1993,NO,"['Drama', 'Romance']","['Shadowlands Productions', 'Savoy Pictures']",['United Kingdom']
False,not available,0,en,Short Cuts,"Multi-storied, fish-eyed look at American culture with some 22 characters intersecting--profoundly or fleetingly--through each other's lives. Running the emotional gamut from disturbing to humorous, Altman's portrait of the contemporary human condition is nevertheless fascinating. Based on nine stories and a prose poem by Raymond Carver.",8.829337,1993-09-05,6110979.0,187.0,Short Cuts raises the roof on America.,Short Cuts,6.9,136.0,['English'],Sunday,Sep,Q3,1993,NO,"['Comedy', 'Drama']","['Fine Line Features', 'Spelling Entertainment', 'Avenue Entertainment']",['United States of America']
False,not available,0,en,A Simple Twist of Fate,"When Michael McCann is thrown over by the woman he loves, he becomes something of a misanthrope and a miser, spending all of his spare money on collectible gold coins. Living in the same town is an affluent family with two sons: John and Tanny. Tanny's a wild boy, whom John cannot control, and one night he breaks into McCann's house, and steals the gold and disappears, which nearly confirms McCann's distrust of mankind. But then, a mysterious young woman dies in the snow outside McCann's house, and her small daughter makes her way to McCann's house and into McCann's life and heart. He names her Matilda, and raises her, finding companionship and a new joy in life with his adopted daughter. But the secret of Matilda's birth may tear them apart.",4.13516,1994-09-02,0.0,106.0,A twist of fate brought them something wonderful... Each other!,A Simple Twist of Fate,5.7,26.0,['English'],Friday,Sep,Q3,1994,NO,"['Drama', 'Family']",['Touchstone Pictures'],['United States of America']
False,not available,0,en,Sirens,"In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy.",2.86213,1993-10-01,7770731.0,98.0,"In the 1930s, an artist and his models scandalized a nation with their controversial paintings. For a young couple, meeting them was the experience of a lifetime.",Sirens,5.2,31.0,['English'],Friday,Oct,Q4,1993,NO,"['Comedy', 'Drama']","['Miramax Films', 'Sarah Radclyffe Productions - Sirens Limited', 'British Screen Finance Ltd', 'Samson Productions II']","['Australia', 'United Kingdom']"
False,not available,0,en,Six Degrees of Separation,"The story of a young, gay black con artist who, posing as the son of Sidney Poitier, cunningly maneuvers his way into the lives of a white, upper-class New York family.",8.730025,1993-12-08,0.0,112.0,"For Paul, every person is a new door to a new world.",Six Degrees of Separation,6.5,75.0,['English'],Wednesday,Dec,Q4,1993,NO,"['Mystery', 'Drama', 'Comedy']","['Metro-Goldwyn-Mayer (MGM)', 'New Regency Pictures', 'Maiden Movies']",['United States of America']
False,not available,21000000,en,Sleepless in Seattle,A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dad’s loneliness which soon leads the dad into meeting a Journalist Annie who flies to Seattle to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.,10.234919,1993-06-24,227799884.0,105.0,"What if someone you never met, someone you never saw, someone you never knew was the only someone for you?",Sleepless in Seattle,6.5,630.0,['English'],Thursday,Jun,Q2,1993,NO,"['Comedy', 'Drama', 'Romance']",['TriStar Pictures'],['United States of America']
False,not available,40000000,en,Sliver,A women moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after the tenant fell from the balcony.,11.23297,1993-05-21,116300000.0,108.0,You like to watch... don't you?,Sliver,4.9,144.0,['English'],Friday,May,Q2,1993,NO,"['Drama', 'Thriller']","['Paramount Pictures', 'Robert Evans Company']",['United States of America']
False,Blade Runner Collection,28000000,en,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",96.272374,1982-06-25,33139618.0,117.0,Man has made his match... now it's his problem.,Blade Runner,7.9,3833.0,"['English', 'Deutsch', '广州话 / 廣州話', '日本語', 'Magyar']",Friday,Jun,Q2,1982,YES,"['Science Fiction', 'Drama', 'Thriller']","['Shaw Brothers', 'Warner Bros.', 'The Ladd Company']","['United States of America', 'Hong Kong', 'United Kingdom']"
False,not available,0,en,Son in Law,"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé.",9.122718,1993-07-02,36448200.0,95.0,He's a relative nightmare.,Son in Law,5.6,81.0,['English'],Friday,Jul,Q3,1993,NO,"['Comedy', 'Drama', 'Romance']",['Hollywood Pictures'],['United States of America']
False,not available,20000000,en,So I Married an Axe Murderer,"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.",8.051914,1993-07-30,11585483.0,93.0,The honeymoon was killer.,So I Married an Axe Murderer,6.1,131.0,"['Pусский', 'English']",Friday,Jul,Q3,1993,NO,"['Comedy', 'Crime', 'Romance']",['TriStar Pictures'],['United States of America']
False,not available,30,en,Striking Distance,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",13.390917,1993-09-17,0.0,102.0,"They shouldn't have put him in the water, if they didn't want him to make waves.",Striking Distance,5.4,223.0,['English'],Friday,Sep,Q3,1993,NO,"['Crime', 'Action', 'Mystery', 'Thriller']","['Columbia Pictures Industries', 'Columbia Films S.A.']",['United States of America']
False,not available,0,en,Harem,"Diane is a sophisticated trainee on the New York Stock Exchange who is suddenly kidnapped and held captive in a North African desert hideaway by Selim, an Arab mogul.",1.825468,1985-11-20,0.0,113.0,not available,Harem,4.0,4.0,['English'],Wednesday,Nov,Q4,1985,NO,"['History', 'Drama', 'Romance']",[],[]
False,not available,48000000,en,Super Mario Bros.,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",7.198455,1993-05-28,20915465.0,104.0,This Ain't No Game.,Super Mario Bros.,4.0,236.0,['English'],Friday,May,Q2,1993,NO,"['Adventure', 'Comedy', 'Family', 'Fantasy']","['Hollywood Pictures', 'Cinergi Pictures Entertainment', 'Allied Filmmakers', 'Walt Disney', 'Nintendo']","['United Kingdom', 'United States of America']"
False,not available,7400000,en,Surviving the Game,Mason is a man down on his luck with nothing to lose when he's approached to lead a group of wealthy hunters on an expedition in the Pacific Northwest. But things get really twisted when Mason discovers the group isn't after wild animals -- they're after him.,3.644641,1994-04-15,7690013.0,96.0,The ultimate manhunt.,Surviving the Game,6.1,53.0,['English'],Friday,Apr,Q2,1994,NO,"['Action', 'Adventure', 'Thriller', 'Crime']",['New Line Cinema'],['United States of America']
False,not available,50000000,en,Terminal Velocity,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,8.012225,1994-09-23,16478900.0,102.0,It's not the fall that kills you...,Terminal Velocity,5.0,82.0,['English'],Friday,Sep,Q3,1994,NO,"['Action', 'Thriller']","['Hollywood Pictures', 'PolyGram Filmed Entertainment', 'Interscope Communications', 'Nomura Babcock & Brown']",['United States of America']
False,not available,0,en,Thirty Two Short Films About Glenn Gould,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",0.873068,1993-11-26,0.0,93.0,The sound of genius.,Thirty Two Short Films About Glenn Gould,7.4,9.0,"['Français', 'English']",Friday,Nov,Q4,1993,NO,"['Drama', 'Music']",['Rhombus Media'],"['Finland', 'Canada', 'Netherlands', 'Portugal']"
False,not available,0,en,Threesome,"Eddy and Stuart share two-thirds of a dormitory suite. Due to bureaucratic error, a woman named Alex is added to their room. At first, relations among the three are tense. Soon, however, Alex falls for Eddy, and Stuart lusts after Alex.",10.82236,1994-04-08,0.0,93.0,One girl. Two guys. Three possibilities.,Threesome,6.3,57.0,['English'],Friday,Apr,Q2,1994,NO,"['Comedy', 'Drama', 'Family', 'Romance']","['TriStar Pictures', 'Motion Picture Corporation of America (MPCA)']",['United States of America']
False,not available,18000000,en,The Nightmare Before Christmas,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",17.730913,1993-10-09,75634409.0,76.0,A ghoulish tale with wicked humor & stunning animation.,The Nightmare Before Christmas,7.6,2135.0,['English'],Saturday,Oct,Q4,1993,NO,"['Fantasy', 'Animation', 'Family']","['Tim Burton Productions', 'Skellington Productions Inc.', 'Touchstone Pictures']",['United States of America']
False,not available,30000000,en,The Three Musketeers,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",6.34785,1993-11-11,53898845.0,105.0,All for one and one for all!,The Three Musketeers,6.2,219.0,['English'],Thursday,Nov,Q4,1993,YES,"['Action', 'Adventure', 'Comedy']","['Walt Disney Pictures', 'Caravan Pictures']","['United States of America', 'Austria']"
False,not available,25000000,en,Tombstone,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",11.338194,1993-12-25,56505065.0,130.0,Justice is coming.,Tombstone,7.4,632.0,"['English', 'Latin', 'Español']",Saturday,Dec,Q4,1993,NO,"['Action', 'Adventure', 'Drama', 'History', 'Western']","['Hollywood Pictures', 'Cinergi Pictures Entertainment']",['United States of America']
False,not available,0,en,Trial by Jury,"Valerie is a juror in the trail of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done.",0.85586,1994-09-09,0.0,107.0,"For one juror, the question of guilt or innocence is a matter of life or death... her own.",Trial by Jury,5.5,5.0,['English'],Friday,Sep,Q3,1994,NO,"['Drama', 'Action', 'Thriller']","['Warner Bros.', 'Morgan Creek Productions']",['United States of America']
False,not available,12500000,en,True Romance,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",17.189328,1993-09-09,12281551.0,120.0,"Stealing, Cheating, Killing. Who said romance was dead?",True Romance,7.5,762.0,"['English', 'Italiano']",Thursday,Sep,Q3,1993,NO,"['Action', 'Thriller', 'Crime', 'Romance']","['Davis-Films', 'August Entertainment', 'Warner Bros.', 'Morgan Creek Productions']",['United States of America']
False,not available,0,en,The War Room,"A behind-the-scenes documentary about the Clinton for President campaign, focusing on the adventures of spin doctors James Carville and George Stephanopoulos.",1.273617,1993-12-05,0.0,96.0,They Changed The Way Campaigns Are Won,The War Room,7.3,19.0,['English'],Sunday,Dec,Q4,1993,NO,"['Documentary', 'History']",[],['United States of America']
False,not available,27000000,en,The Pagemaster,"Tyler knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again. Along the way he meets some interesting characters, like Fantasy, Adventure, and Horror... Written by Colin Tinto",7.436001,1994-11-23,13670688.0,80.0,All The Adventure Your Imagination Can Hold.,The Pagemaster,6.2,178.0,"['Dansk', 'English', 'Français', 'Deutsch', 'Español']",Wednesday,Nov,Q4,1994,NO,"['Fantasy', 'Science Fiction', 'Family', 'Animation']","['Twentieth Century Fox Film Corporation', 'Turner Pictures (I)']",['United States of America']
False,not available,0,en,"Paris, France",A writer has torrid fantasy affairs with young men.,0.741522,1994-02-04,0.0,112.0,not available,"Paris, France",6.0,2.0,['English'],Friday,Feb,Q1,1994,NO,"['Drama', 'Comedy']","['Téléfilm Canada', 'The Ontario Film Development Corporation', 'Alliance Communications Corporation']",['Canada']
False,not available,0,en,"The Beans of Egypt, Maine","The Beans are poor, proud, hated by all, but alive in the sense that they struggle against their lot and support each other in time of trouble. Earlene lives across the street from the Bean's trailer, and the view from her window is better than any daytime television soap opera; especially Beal Bean, and especially Beal Bean shirtless. When Reuben Bean is sent to prison for resisting arrest for out-of-season deer hunting, Beal takes up with Reuben's woman Roberta. He also has a child by Earlene, with a triangle of sex complicated by poverty.",0.38247,1994-01-01,0.0,0.0,not available,"The Beans of Egypt, Maine",0.0,1.0,[],Saturday,Jan,Q1,1994,NO,[],[],[]
False,not available,0,en,Killer,"This lyrical, modern-day film noir finds cynical hit man Mick (Anthony LaPaglia) tiring of his job and asking his boss, mob kingpin George (Peter Boyle), for time off. George gives him the assignment of his life, however, prompting Mick's soul-searching to reach new heights. Mick is asked to kill the sultry Fiona (Mimi Rogers), who owes George money and claims she wants to die. But as Mick spends time with her, he finds himself falling for her.",0.422224,1994-09-14,0.0,97.0,You only hurt the one you love.,Killer,3.0,2.0,['English'],Wednesday,Sep,Q3,1994,NO,"['Thriller', 'Drama', 'Romance']","['Republic Pictures (II)', 'Keystone Film Company (II)']","['United Kingdom', 'United States of America', 'Canada']"
False,not available,0,en,Welcome to the Dollhouse,An unattractive 7th grader struggles to cope with suburban life as the middle child with un-attentive parents and bullies at school.,5.14056,1995-05-24,0.0,88.0,Not all girls want to play with dolls.,Welcome to the Dollhouse,6.9,103.0,['English'],Wednesday,May,Q2,1995,NO,"['Comedy', 'Drama']",[],['United States of America']
False,not available,0,en,Germinal,"It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them",2.759302,1993-09-29,0.0,160.0,Who needs God and Heaven? We can change this lousy world.,Germinal,6.3,43.0,['Français'],Wednesday,Sep,Q3,1993,NO,"['Drama', 'Romance']","['Renn Productions', 'France 2 Cinéma', 'DD Productions']","['Belgium', 'France', 'Italy']"
False,not available,0,en,Chasers,"Military men Rock Reilly and Eddie Devane are tasked with taking a prisoner, blonde bombshell Toni Johnson, on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",9.85327,1994-04-22,1596687.0,102.0,It was supposed to be a routine prisoner transfer. But this was no ordinary prisoner.,Chasers,4.7,22.0,['English'],Friday,Apr,Q2,1994,NO,"['Comedy', 'Romance']","['Warner Bros.', 'Morgan Creek Productions']",['United States of America']
False,not available,0,en,Cronos,"Faced with his own mortality, an ingenious alchemist tried to perfect an invention that would provide him with the key to eternal life. It was called the Cronos device. When he died more than 400 years later, he took the secrets of this remarkable device to the grave with him. Now, an elderly antiques dealer has found the hellish machine hidden in a statue and learns about its incredible powers. The more he uses the device, the younger he becomes...but nothing comes without a price. Life after death is just the beginning as this nerve-shattering thriller unfolds and the fountain of youth turns bloody.",5.513024,1993-09-12,0.0,94.0,not available,Cronos,6.4,153.0,"['English', 'Español']",Sunday,Sep,Q3,1993,NO,"['Drama', 'Horror', 'Thriller']",['CNCAIMC'],['Mexico']
False,not available,0,en,Naked in New York,"Naked in New York begins in the car of grown up Jake, he is talking to us about his girlfriend, Joanne, (watch for the facial expressions) and to whom you can turn to for help while facing life ('your parents, nyaa, I don't think so'). From there it flashes back to his memories of his parents, college, house across from a squirrel infested peanut factory, best friend, writing career and Joanne.",0.449733,1993-11-10,0.0,95.0,not available,Naked in New York,4.0,3.0,['English'],Wednesday,Nov,Q4,1993,NO,"['Comedy', 'Romance']","['Fine Line Features', 'Some Film']",['United States of America']
False,not available,0,es,Kika,"Kika, a young cosmetologist, is called to the mansion of Nicolas, an American writer to make-up the corpse of his stepson, Ramon. Ramon, who is not dead, is revived by Kika's attentions and she then moves in with him. They might live happily ever after but first they have to cope with Kika's affair with Nicolas, the suspicious death of Ramon's mother and the intrusive gaze of tabloid-TV star and Ramon's ex-psychologist Andrea Scarface.",3.647321,1993-10-28,0.0,117.0,not available,Kika,6.8,58.0,['Español'],Thursday,Oct,Q4,1993,NO,"['Comedy', 'Drama']","['CiBy 2000', 'El Deseo S.A.']","['France', 'Spain']"
False,not available,0,en,Bhaji on the Beach,"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool.",0.441585,1994-01-21,0.0,100.0,not available,Bhaji on the Beach,5.1,10.0,"['English', 'हिन्दी']",Friday,Jan,Q1,1994,NO,"['Comedy', 'Drama']",['Channel 4 Television'],['United Kingdom']
False,not available,0,en,Little Big League,"The Chairman of the Minnesota Twins passes away and in his will, leaves his grandson, Billy Heywood, ownership of the team. Billy appoints himself the new manager. But will the proud, arrogant arrogant players of the team, be willing to take orders and tactics from a 12 year old boy?",1.960563,1994-06-29,0.0,119.0,Major League is about to experience a minor problem . . . . . . he's 12-years-old.,Little Big League,6.0,20.0,['English'],Wednesday,Jun,Q2,1994,NO,"['Comedy', 'Family']","['Columbia Pictures', 'Castle Rock Entertainment']",['United States of America']
False,not available,0,sv,Kådisbellan,"Stocholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher, who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles, a successful business that in the end lands him in hot water.",1.764582,1993-09-24,0.0,102.0,"If growing up were easy, everybody would do it.",The Slingshot,6.2,10.0,['svenska'],Friday,Sep,Q3,1993,NO,['Drama'],"['SVT Drama', 'Nordisk Film', 'Svensk Filmindustri (SF)', 'Svenska Filminstitutet (SFI)']","['Denmark', 'Sweden']"
False,not available,0,en,Wide Eyed and Legless,"Diana and Deric have an ideal marriage: they thrive in each other's company, they're funny, and they enjoy their two grown children and Deric's dotty mother; the trouble is, Diana can no longer walk and her malady defies medical diagnosis. To care for Diana, Deric is letting his business slide, but at a civic luncheon, he is seated next to Aileen Armitage, a novelist who is blind. They have a nice time, and on the sly, Diana contacts Aileen to made an odd request. Diana's declining health and her resolve bring this triangle of unlikely friends to a surprising place.",0.00015,1993-09-05,0.0,102.0,not available,Wide Eyed and Legless,0.0,0.0,['English'],Sunday,Sep,Q3,1993,NO,"['TV Movie', 'Drama', 'Romance', 'Comedy']",[],[]
False,not available,0,en,Foreign Student,A French football playing exchange student falls in love.,0.002789,1994-07-29,0.0,90.0,not available,Foreign Student,0.0,0.0,['English'],Friday,Jul,Q3,1994,NO,"['Drama', 'Romance']",[],[]
False,not available,0,en,Io speriamo che me la cavo,"A bureaucratic snafu sends Marco Tullio Sperelli, a portly, middle-aged northern Italian, to teach third grade in a poor town outside Naples",3.456868,1992-10-01,0.0,100.0,"Ciao, Professore!","Ciao, Professore!",7.2,74.0,['Italiano'],Thursday,Oct,Q4,1992,NO,"['Comedy', 'Foreign']",[],['Italy']
